web-scraper-order,web-scraper-start-url,details,prix,address,image_lien,image_lien-href
"1708633764-2352","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","18 000 000 FCFA","","",""
"1708633764-2353","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","3 000 000 FCFA","","",""
"1708633764-2354","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","2 000 000 FCFA","","",""
"1708633764-2355","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","26 000 000 FCFA","","",""
"1708633764-2356","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","16 500 000 FCFA","","",""
"1708633764-2357","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","18 000 000 FCFA","","",""
"1708633764-2358","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","10 000 000 FCFA","","",""
"1708633764-2359","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","800 000 000 FCFA","","",""
"1708633764-2360","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","",""
"1708633764-2361","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","42 000 000 FCFA","","",""
"1708633764-2362","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","51 000 000 FCFA","","",""
"1708633764-2363","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","9 000 000 FCFA","","",""
"1708633764-2364","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","45 000 000 FCFA","","",""
"1708633764-2365","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","300 000 000 FCFA","","",""
"1708633764-2366","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","23 000 000 FCFA","","",""
"1708633764-2367","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","80 000 000 FCFA","","",""
"1708633764-2368","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","55 000 000 FCFA","","",""
"1708633764-2369","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","3 000 000 FCFA","","",""
"1708633764-2370","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","22 000 000 FCFA","","",""
"1708633764-2371","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","5 000 000 FCFA","","",""
"1708633764-2372","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","6 000 000 FCFA","","",""
"1708633764-2373","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","14 000 FCFA","","",""
"1708633764-2374","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","14 000 FCFA","","",""
"1708633764-2375","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","25 000 FCFA","","",""
"1708633764-2376","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","14 000 FCFA","","",""
"1708633764-2377","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","10 500 000 FCFA","","",""
"1708633764-2378","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","25 000 FCFA","","",""
"1708633764-2379","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","80 000 000 FCFA","","",""
"1708633764-2380","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","55 000 000 FCFA","","",""
"1708633764-2381","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","TERRAINS À VENDRE","",""
"1708633764-2382","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19910-terrain-de-2-hectares-mbour.html"
"1708633764-2383","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19892-terrain-angle-en-fondation-a-vendre-entree-comico-bambilor.html"
"1708633764-2384","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19880-terrain-vendre-180m2-yenne-kao-non-loin-de-la-mer.html"
"1708633764-2385","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19875-terrain-de-600-mtres-carrs-saly.html"
"1708633764-2386","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19870-terrain-de-1200-mtres-carrs-saly.html"
"1708633764-2387","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19820-2-terrains-colls-mbeye-lac-rose.html"
"1708633764-2388","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19746-terrain-vendre-ngor-almadies.html"
"1708633764-2389","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19717-terrain-de-5492m2-rufisque.html"
"1708633764-2390","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19699-des-terrains-de-150-m2-2-hecatres-a-vendre-a-bambilor.html"
"1708633764-2391","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19697-champ-manguiers-de-3-ha-tf-a-vendre-a-noflaye.html"
"1708633764-2392","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19698-terrain-de-200-m2-angle-a-vendre-a-ouest-foire.html"
"1708633764-2393","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19657-terrain-tf-vendre.html"
"1708633764-2394","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19637-terrain-de-300-m2-angle-a-vendre-a-diass.html"
"1708633764-2395","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19622-terrain-de-231-m2-bail-a-vendre-a-keur-massar.html"
"1708633764-2396","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19606-terrain-de-300-m2-angle-a-vendre-a-diass.html"
"1708633764-2397","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19565-parcelles-de-150-m2-accessibles-dni-birame-proche-du-prolongement-de-la-vdn.html"
"1708633764-2398","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19317-terrain-1-hectare-ngurigne.html"
"1708633764-2399","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19323-terrain-de-300-mtres-carrs-saly.html"
"1708633764-2400","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19326-terrain-de-237-m2-a-vendre-a-keur-massar.html"
"1708633764-2401","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19327-terrain-de-150-m2-a-vendre-a-keur-massar.html"
"1708633764-2402","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19351-terrain-vendre-au-centre-ville.html"
"1708633764-2403","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19352-villa-vendre-au-point-e.html"
"1708633764-2404","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19248-terrain-14600-mtres-carrs-vendre-ngukhokh.html"
"1708633764-2405","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19258-terrain-de-13000-mtres-carrs-vendre-ngurigne.html"
"1708633764-2406","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19060-terrains-a-vendre-a-keur-massar.html"
"1708633764-2407","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19096-terrain-vendre-keur-massar.html"
"1708633764-2408","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19106-terrain-vendre-fann-hock.html"
"1708633764-2409","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19107-terrain-vendre-saly.html"
"1708633764-2410","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19108-terrain-vendre-ngor.html"
"1708633764-2411","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-19109-terrain-vendre-ouest-foire.html"
"1708633764-2412","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-18999-terrain-de-300-m2-angle-a-vendre-a-diass.html"
"1708633764-2413","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-18978-a-vendre-terrain-tf-160-m2-a-zac-mbao.html"
"1708633764-2414","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-18914-terrain-vendre-sindia-baobab.html"
"1708633764-2415","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-18972-terrain-300m2-mbodiene.html"
"1708633764-2416","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-18825-terrain-5000-mtres-carrs-ngurigne.html"
"1708633764-2417","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-18853-terrain-3000-mtres-carrs-ngurigne.html"
"1708633764-2418","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-18746-terrain-de-2-ha-titre-foncier-individuel-a-vendre-entre-ndiakhirate-et-niague.html"
"1708633764-2419","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-18754-terrain-9000-mtres-carrs-ndiorokh.html"
"1708633764-2420","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-18766-terrain-de-300-mtres-carr-saly.html"
"1708633764-2421","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-18769-terrain-de-2-ha-378-m-cloture-et-bail-a-vendre-a-noflaye.html"
"1708633764-2422","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-18778-terrain-a-vendre-aux-almadies.html"
"1708633764-2423","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=25","","","","","https://www.dakarvente.com/annonce-18775-terrain-vendre-ouest-foire.html"
"1708633777-2424","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","75 000 000 FCFA
                        Lot de 11 terrain à vendre
                        Dakar
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2425","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","42 000 000 FCFA
                        VERGER DE 3.5 HA A VENDRE A DOBOUR
                        Thiès
                      

                      
                        
                          
						  


 
    777786868
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2426","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","10 500 000 FCFA
                        Terrain de 675 mètres carrés à vendre à Malicounda 
                        Mbour
                      

                      
                        
                          
						  


 
    776360467
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2427","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","1 500 000 FCFA
                        Terrain à vendre à DAKAR-PLATEAU
                        Plateau
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2428","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","35 000 000 FCFA
                        Terrain à vendre à ZAC MBAO
                        Mbao
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2429","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","12 500 000 FCFA
                        VENTE DE TERRAIN AGRICOLE
                        Thiès
                      

                      
                        
                          
						  


 
    777786868
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2430","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","42 000 000 FCFA
                        Terrain de 150m2 Cité technopole
                        Amitié
                      

                      
                        
                          
						  


 
    774191205
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2431","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","70 000 000 FCFA
                        Terrain 230m² Ouest foire juste derrière la fédération sénégalaise de football
                        Ouest Foire
                      

                      
                        
                          
						  


 
    773777262
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2432","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","2 300 000 FCFA
                        VENTE DE TERRAIN NU A USAGE AGRICOLE
                        Tivaouane
                      

                      
                        
                          
						  


 
    777786868
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2433","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","3 500 000 FCFA
                        Terrains de 225 mètres carrés à Malicounda 
                        Mbour
                      

                      
                        
                          
						  


 
    776360467
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2434","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","85 000 000 FCFA
                        PARCELLE A VENDRE ZONE DE RECASEMENT
                        Almadies
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2435","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","16 000 000 FCFA
                        Terrain de 5 hectares à vendre à Nguékhokh
                        Mbour
                      

                      
                        
                          
						  


 
    776360467
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2436","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","Terrain à vendre aux Almadies
                        Dakar
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2437","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","Terrain à vendre aux Almadies
                        Dakar
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2438","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","Terrain à vendre sur la VDN
                        VDN
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2439","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","Terrain à vendre à Bambilor
                        Dakar
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2440","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","40 000 000 FCFA
                        VENTE DE TERRAIN NU A USAGE AGRICOLE
                        Thiès
                      

                      
                        
                          
						  


 
    777786868
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2441","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","50 000 000 FCFA
                        4 lots de terrains à vendre à Yoff
                        Yoff
                      

                      
                        
                          
						  


 
    777007615
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2442","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","55 000 000 FCFA
                        6 lots de terrains à vendre à Mermoz
                        Mermoz
                      

                      
                        
                          
						  


 
    777007615
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2443","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","Terrain à vendre sur la VDN
                        Dakar
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2444","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","350 000 000 FCFA
                        Terrain à  vendre à Bourguiba
                        Dakar
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2445","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","1 FCFA
                        Terrain à vendre
                        Dakar
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2446","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","160 000 000 FCFA
                        TERRAIN DE 207 M² TITRE FONCIER INDIVIDUEL A VENDRE A SOTRC MERMOZ
                        Mermoz
                      

                      
                        
                          
						  


 
    775529396
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2447","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","150 000 000 FCFA
                        TERRAIN DE 212 M² TITRE FONCIER INDIVIDUEL A VENDRE A MERMOZ
                        Mermoz
                      

                      
                        
                          
						  


 
    775529396
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2448","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","185 000 000 FCFA
                        TERRAIN DE 284 M² BAIL INDIVIDUEL A VENDRE A VDN
                        VDN
                      

                      
                        
                          
						  


 
    775529396
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2449","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","85 000 000 FCFA
                        TERRAIN DE 200 M² TITRE FONCIER INDIVIDUEL A VENDRE A SCAT URBAIN
                        Scat Urbam
                      

                      
                        
                          
						  


 
    775529396
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2450","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","110 000 000 FCFA
                        TERRAIN DE 200 M² TITRE FONCIER INDIVIDUEL A VENDRE A OUEST FOIRE
                        Ouest Foire
                      

                      
                        
                          
						  


 
    775529396
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2451","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","Terrain à vendre
                        Almadies
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2452","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","1 100 000 000 FCFA
                        Terrain à vendre à Fann Corniche
                        Fann
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2453","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","1 FCFA
                        Terrain à vendre à Diamniadio
                        Diamniadio
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2454","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","500 000 FCFA
                        TERRAIN A VENDRE A TOUBA TAWFEKH
                        Dakar
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2455","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","2 500 FCFA
                        UN CHAMPS DE 2 HA DELIBERATION A VENDRE A NDOYENNE PEULH
                        Sébikotane
                      

                      
                        
                          
						  


 
    775529396
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2456","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","30 000 000 FCFA
                        Terrain à vendre à la cité grand MBAO
                        Mbao
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2457","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","11 000 000 FCFA
                        Terrain de 1200 mètres carrés à Malicounda Ngogom 
                        Mbour
                      

                      
                        
                          
						  


 
    776360467
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2458","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","3 000 000 FCFA
                        Terrain de 9000 mètres carrés à Mbour 
                        Mbour
                      

                      
                        
                          
						  


 
    776360467
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2459","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","5 000 000 FCFA
                        Terrain 1 hectare à Mbour 
                        Mbour
                      

                      
                        
                          
						  


 
    776360467
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2460","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","27 000 000 FCFA
                        TERRAIN ANGLE DE 160 M² FONDATION R+3 A VENDRE A ZAC MBAO
                        Mbao
                      

                      
                        
                          
						  


 
    775529396
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2461","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","282 600 000 FCFA
                        Terrain de 15700m2 à vendre
                        Ngaparou
                      

                      
                        
                          
						  


 
    778685916
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2462","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","110 000 000 FCFA
                        Terrain à vendre à la Patte d'Oie
                        Patte d'Oie
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2463","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","3 000 000 FCFA
                        TERRAIN DE 300 M2 A VENDRE A DIASS
                        Dakar
                      

                      
                        
                          
						  


 
    777926146
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2464","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","11 000 000 FCFA
                        Terrain à vendre Bargny
                        Dakar
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2465","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","3 000 000 FCFA
                        Terrain de 900 mètres carrés à Mbour 
                        Mbour
                      

                      
                        
                          
						  


 
    776360467
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633777-2466","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","75 000 000 FCFA","","",""
"1708633777-2467","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","42 000 000 FCFA","","",""
"1708633777-2468","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","10 500 000 FCFA","","",""
"1708633777-2469","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","1 500 000 FCFA","","",""
"1708633777-2470","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","35 000 000 FCFA","","",""
"1708633777-2471","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","12 500 000 FCFA","","",""
"1708633777-2472","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","42 000 000 FCFA","","",""
"1708633777-2473","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","70 000 000 FCFA","","",""
"1708633777-2474","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","2 300 000 FCFA","","",""
"1708633777-2475","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","3 500 000 FCFA","","",""
"1708633777-2476","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","85 000 000 FCFA","","",""
"1708633777-2477","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","16 000 000 FCFA","","",""
"1708633777-2478","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","","","",""
"1708633777-2479","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","","","",""
"1708633777-2480","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","","","",""
"1708633777-2481","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","","","",""
"1708633777-2482","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","40 000 000 FCFA","","",""
"1708633777-2483","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","50 000 000 FCFA","","",""
"1708633777-2484","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","55 000 000 FCFA","","",""
"1708633777-2485","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","","","",""
"1708633777-2486","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","350 000 000 FCFA","","",""
"1708633777-2487","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","1 FCFA","","",""
"1708633777-2488","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","160 000 000 FCFA","","",""
"1708633777-2489","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","150 000 000 FCFA","","",""
"1708633777-2490","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","185 000 000 FCFA","","",""
"1708633777-2491","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","85 000 000 FCFA","","",""
"1708633777-2492","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","110 000 000 FCFA","","",""
"1708633777-2493","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","","","",""
"1708633777-2494","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","1 100 000 000 FCFA","","",""
"1708633777-2495","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","1 FCFA","","",""
"1708633777-2496","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","500 000 FCFA","","",""
"1708633777-2497","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=24","","2 500 FCFA","","",""
